107952239,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
107937772,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
107954320,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
107953185,flavonoid 3',5'-hydroxylase 1-like,KO:K13083,EC:1.14.14.81,
107953189,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
107963683,flavonoid 3',5'-hydroxylase 2-like,KO:K13083,EC:1.14.14.81,
107946535,flavonoid 3'-monooxygenase-like,KO:K05280,EC:1.14.14.82,
107951234,flavonoid 3'-monooxygenase-like,KO:K05280,EC:1.14.14.82,
107900739,UDP-glycosyltransferase 73C6-like,KO:K22771,EC:2.4.1.-,
107899989,flavonoid 3-O-glucosyltransferase-like,KO:K10757,EC:2.4.1.91,
107937274,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107917231,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107961071,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107960223,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107960224,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107887946,anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase-like,KO:K22794,EC:2.4.1.239 2.4.1.-,
107912543,anthocyanidin 3-O-glucosyltransferase-like,KO:K22772,EC:2.4.1.159,

