Arachis duranensis
Arachis hypogaea
Arabidopsis lyrata
Asparagus officinalis
Abrus precatorius
Arabidopsis thaliana
Amborella trichopoda
Aegilops tauschii
Brassica napus
Brassica oleracea
Brassica rapa
Beta vulgaris
Cicer arietinum
Capsicum annuum
Cynara cardunculus var. scolymus
Citrus clementina
Citrus sinensis
Carica papaya
Chenopodium quinoa
Camelina sativa
Camellia sinensis
Daucus carota
Dendrobium catenatum
Oryza sativa japonica
Durio zibethinus
Erigeron canadensis
Eucalyptus grandis
Erythranthe guttata
Elaeis guineensis
Eutrema salsugineum
Gossypium arboreum
Gossypium hirsutum
Glycine max
Gossypium raimondii
Glycine soja
Helianthus annuus
Hevea brasiliensis
Ipomoea nil
Ipomoea triloba
Jatropha curcas
Juglans regia
Lupinus angustifolius
Lotus japonicus
Malus domestica
Manihot esculenta
Mangifera indica
Morus notabilis
Medicago truncatula
Musa acuminata
Nicotiana attenuata
Nymphaea colorata
Nelumbo nucifera
Nicotiana sylvestris
Nicotiana tabacum
Nicotiana tomentosiformis
Oryza brachyantha
Olea europaea var. sylvestris
Oryza sativa japonica
Populus alba
Prunus avium
Phoenix dactylifera
Prunus dulcis
Phalaenopsis equestris
Populus euphratica
Panicum hallii
Prunus mume
Populus trichocarpa
Prunus persica
Papaver somniferum
Panicum virgatum
Phaseolus vulgaris
Pistacia vera
Pyrus x bretschneideri
Quercus lobata
Quercus suber
Rosa chinensis
Ricinus communis
Raphanus sativus
Sesamum indicum
Setaria italica
Solanum lycopersicum
Spinacia oleracea
Solanum tuberosum
Solanum pennellii
Salvia splendens
Triticum aestivum
Theobroma cacao
Triticum dicoccoides
Tarenaya hassleriana
Tripterygium wilfordii
Vigna angularis
Vigna radiata
Vitis riparia
Vigna unguiculata
Vitis vinifera
Ziziphus jujuba
Zea mays

