Cucurbita pepo subsp. pepo
Gossypium arboreum
Arachis ipaensis
Helianthus annuus
Oryza sativa japonica RAPDB
Solanum pennellii
Rosa chinensis
Citrus clementina
Zea mays
Cucumis melo
Ricinus communis
Amborella trichopoda
Eutrema salsugineum
Asparagus officinalis
Populus trichocarpa
Raphanus sativus
Daucus carota
Nicotiana tomentosiformis
Gossypium hirsutum
Lactuca sativa
Phaseolus vulgaris
Sorghum bicolor
Camelina sativa
Brassica napus
Musa acuminata
Sesamum indicum
Theobroma cacao
Cicer arietinum
Olea europaea v. sylvestris
Brassica oleracea
Hevea brasiliensis
Brassica rapa
Tarenaya hassleriana
Papaver somniferum
Ipomoea nil
Solanum lycopersicum
Cucurbita moschata
Glycine max
Lupinus angustifolius
Populus euphratica
Nicotiana attenuata
Cucurbita maxima
Capsicum annuum
Oryza brachyantha
Vigna unguiculata
Nicotiana tabacum
Ziziphus jujuba
Arabidopsis thaliana
Physcomitrium patens subsp. Patens
Chenopodium quinoa
Prunus mume
Oryza sativa japonica RefSeq
Cajanus cajan
Quercus suber
Cucumis sativus
Durio zibethinus
Eucalyptus grandis
Gossypium raimondii
Prunus avium
Pyrus x bretschneideri
Vigna radiata
Manihot esculenta
Carica papaya
Arabidopsis lyrata
Momordica charantia
Phalaenopsis equestris
Medicago truncatula
Vitis vinifera
Nelumbo nucifera
Spinacia oleracea
Elaeis guineensis
Brachypodium distachyon
Phoenix dactylifera
Juglans regia
Solanum tuberosum
Selaginella moellendorffii
Glycine soja
Lotus japonicus
Fragaria vesca
Nicotiana sylvestris
Prunus persica
Vigna angularis
Malus domestica
Dendrobium catenatum
Beta vulgaris
Setaria italica
Citrus sinensis
Aegilops tauschii
Arachis duranensis
Cynara cardunculus var. scolymus
Jatropha curcas
