Arachis hypogaea, 112733554, 2-hydroxyisoflavanone synthase  [EC], ['EC:1.14.14.87'], KO:K13257
Arachis hypogaea, 112791520, 2-hydroxyisoflavanone synthase  [EC], ['EC:1.14.14.87'], KO:K13257
Arachis hypogaea, 112711824, 2-hydroxyisoflavanone dehydratase-like  [EC], ['EC:4.2.1.105'], KO:K13258
Arachis hypogaea, 112776333, 2-hydroxyisoflavanone dehydratase  [EC], ['EC:4.2.1.105'], KO:K13258
Arachis hypogaea, 112733553, isoflavone 4'-O-methyltransferase  [EC], ['EC:2.1.1.212', 'EC:2.1.1.46'], KO:K13259
Arachis hypogaea, 112791519, isoflavone 4'-O-methyltransferase  [EC], ['EC:2.1.1.212', 'EC:2.1.1.46'], KO:K13259
Arachis hypogaea, 112792436, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112734653, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112734656, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112734657, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112796479, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112741794, isoflavone 3'-hydroxylase  [EC], ['EC:1.14.14.88'], KO:K22932
Arachis hypogaea, 112748459, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112748463, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112748464, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112748468, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112792439, isoflavone 2'-hydroxylase-like  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112734659, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112795658, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112796477, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112720547, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112799808, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112740936, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112800534, cytochrome P450 81E8-like  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112800537, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112800538, cytochrome P450 81E8  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112800541, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112741792, isoflavone 2'-hydroxylase  [EC], ['EC:1.14.14.90', 'EC:1.14.14.89'], KO:K13260
Arachis hypogaea, 112751677, isoflavone-7-O-methyltransferase 9  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744558, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744580, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744581, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744582, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744659, isoflavone-7-O-methyltransferase 9  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744806, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744812, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744813, isoflavone 7-O-methyltransferase-like isoform X1  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744814, isoflavone-7-O-methyltransferase 6-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112709830, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 114927210, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 114927646, isoflavone-7-O-methyltransferase 6-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112772937, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794481, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794482, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794487, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794489, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794490, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794491, isoflavone-7-O-methyltransferase 6  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794492, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112794493, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112797857, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112797874, isoflavone 7-O-methyltransferase isoform X1  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112797876, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112798095, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112798101, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112798102, isoflavone 7-O-methyltransferase-like isoform X1  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112798104, isoflavone-7-O-methyltransferase 6-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740687, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740691, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740702, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740703, isoflavone-7-O-methyltransferase 9-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740704, isoflavone-7-O-methyltransferase 6-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112740705, isoflavone 7-O-methyltransferase-like  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112707909, isoflavone-7-O-methyltransferase 6  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112744553, isoflavone 7-O-methyltransferase  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112801706, isoflavone-7-O-methyltransferase 9  [EC], ['EC:2.1.1.150'], KO:K13262
Arachis hypogaea, 112786683, phenolic glucoside malonyltransferase 1-like  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112716507, malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112716510, malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112783540, malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112784357, malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase-like  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112784721, malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase  [EC], ['EC:2.3.1.115'], KO:K13264
Arachis hypogaea, 112749381, isoflavone reductase  [EC], ['EC:1.3.1.45'], KO:K05281
Arachis hypogaea, 112800734, isoflavone reductase  [EC], ['EC:1.3.1.45'], KO:K05281
Arachis hypogaea, 112753158, vestitone reductase  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112794395, vestitone reductase-like  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112716970, vestitone reductase  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112740569, vestitone reductase-like  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112784826, vestitone reductase  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112728283, vestitone reductase  [EC], ['EC:1.1.1.348'], KO:K13265
Arachis hypogaea, 112696146, dirigent protein 1  [EC], ['EC:4.2.1.139'], KO:K25075
Arachis hypogaea, 112758883, dirigent protein 1  [EC], ['EC:4.2.1.139'], KO:K25075
Arachis hypogaea, 112790914, cytochrome P450 71D9  [EC], ['EC:1.14.13.-'], KO:K13267
Arachis hypogaea, 112720154, cytochrome P450 71D9  [EC], ['EC:1.14.13.-'], KO:K13267
Arachis hypogaea, 112768987, licodione synthase-like  [EC], ['EC:1.14.19.76'], KO:K23179
Arachis hypogaea, 112736589, licodione synthase  [EC], ['EC:1.14.19.76'], KO:K23179
